area,rooms,floor,year_of_construction,price
99,4,5,2003,669616
95,2,9,2001,362205
82,2,8,2010,599048
108,5,5,1982,678709
61,1,7,1952,407306
78,2,6,1996,250692
59,5,3,1955,711564
88,3,7,1951,771091
99,4,6,2003,626205
101,5,10,2007,184463
100,4,6,2002,543366
57,3,4,1997,827175
116,2,5,2018,557157
85,1,10,1991,402204
52,1,9,1964,800110
77,1,9,1951,857419
75,3,1,1985,477585
115,5,6,2017,624548
97,4,4,1953,562674
58,5,4,2009,560172
96,1,3,1950,922344
87,2,1,1981,461583
101,5,4,1967,913326
82,3,9,2019,782823
65,5,4,1976,722995
76,1,6,1989,499941
58,3,10,1971,683992
101,5,6,2019,396410
70,3,5,1972,900640
118,5,10,1967,292196
83,5,5,2021,664197
113,5,7,1984,174476
85,5,10,1994,590010
117,5,3,1961,289544
83,1,9,2007,889673
110,2,9,1966,908439
107,2,2,1996,167750
76,4,3,1963,979265
113,4,5,1967,642134
53,1,2,1967,982115
109,5,10,1958,909005
113,5,8,1954,606232
103,5,5,1958,531486
69,1,7,1987,784607
117,1,1,2010,744228
64,4,4,1972,392624
104,3,6,1955,262963
76,4,10,2010,765809
54,3,5,1952,528127
104,3,8,2009,860660
57,2,9,1954,411703
106,2,1,1959,924342
114,3,9,1951,168247
59,3,10,1981,374516
112,2,5,1990,636956
98,5,4,1983,583532
118,3,8,2008,402397
98,4,9,2001,788493
76,5,4,1991,451380
73,5,5,1950,606783
58,4,6,1964,999527
120,2,4,2005,373202
59,5,3,1955,922347
82,4,6,2018,696631
119,3,5,2003,151401
83,2,9,2018,476898
67,4,4,1954,250994
110,2,9,2012,589951
71,1,5,2017,253344
51,3,10,1964,372033
53,5,7,1984,997199
108,5,3,2005,310016
99,5,9,1979,780745
55,2,5,2020,511162
115,5,10,1983,762843
90,5,5,1979,651957
84,3,8,1954,994049
74,5,5,1950,580317
60,5,10,1974,605292
109,3,5,2008,528462
107,4,1,1988,438751
112,1,5,1986,952572
60,3,4,1990,778928
119,2,9,2011,240364
68,5,1,1951,362810
96,2,6,1963,450253
68,5,7,2008,199435
100,5,8,1980,810695
60,5,9,1996,773493
60,3,5,1983,854223
60,2,2,1965,314834
99,5,7,1958,200629
76,5,1,2004,371705
115,5,8,1991,992317
115,2,5,2007,419345
64,5,6,2005,973475
62,4,5,1965,179974
114,5,3,1994,455242
97,5,2,2013,504350
65,5,6,1986,438444
54,3,9,1965,786661
52,2,2,1962,645958
68,3,8,1959,985602
76,1,8,2006,734450
97,3,5,1978,898705
66,4,3,1991,605341
110,1,5,1994,913621
107,3,3,1995,660817
98,5,3,2008,268461
102,2,1,1970,763462
120,2,3,2007,253656
101,5,5,2017,737740
107,3,4,1955,249421
58,4,7,1956,298090
56,3,2,1963,604743
81,5,1,1951,634200
55,2,8,1978,844933
69,1,1,1991,286040
120,5,8,1986,315330
81,2,9,1972,168480
76,1,7,2017,696792
117,5,8,2003,510732
99,5,5,1997,857861
94,2,2,2022,183830
76,1,9,1969,213238
90,2,9,2002,286225
114,5,5,1980,399259
80,4,7,2014,804308
83,2,5,2006,548478
109,2,7,1988,573958
80,3,10,1965,575246
75,2,8,2015,201857
120,3,1,2013,366658
104,2,4,1981,882377
80,3,9,1993,371151
68,3,5,1973,602214
72,4,4,2003,663528
120,2,4,2013,671319
103,2,6,2021,997556
75,2,3,2008,532987
82,1,6,2014,923257
76,2,4,1987,212934
86,5,5,1961,444132
104,3,4,2009,911392
96,3,10,1950,199156
78,1,2,1998,996075
63,2,4,1994,691070
56,1,2,2008,281194
87,2,7,1956,210182
85,2,5,1966,586591
52,3,8,2020,237235
103,4,5,1967,736106
100,3,9,2016,402149
72,2,6,1958,710353
120,1,7,1968,351858
98,4,2,1982,472420
67,2,3,1987,925686
67,1,2,1952,442103
103,3,5,1980,181359
96,3,9,1988,236391
81,5,6,1994,691080
110,1,8,1956,541944
88,4,10,1983,710197
71,4,10,2003,771659
109,4,6,2004,948151
80,1,6,1976,781680
111,5,5,2019,998474
72,4,3,1995,750431
106,2,4,2020,350296
113,2,3,1997,226740
98,3,8,2020,869216
63,4,1,2015,584917
102,2,2,1990,773073
78,2,10,1993,513633
52,1,4,2008,563090
59,4,8,1964,813593
84,4,10,1999,367809
87,4,7,1977,744341
68,1,9,1980,807606
60,1,1,2007,281175
55,1,5,2010,188192
61,2,6,1981,561792
107,4,6,1966,991383
88,3,9,2021,464894
104,4,3,2013,176099
109,4,10,1984,799147
111,5,7,1964,350429
62,1,1,1982,427283
72,1,9,1991,864392
74,3,3,1956,263840
116,1,2,2017,690709
114,1,2,1995,413570
58,2,10,1958,977529
60,1,2,1982,849881
119,3,4,2005,724004
53,4,1,1986,517896
74,2,1,1980,651176
112,3,9,1964,484058
78,2,7,2017,303404
107,4,4,1954,646359
75,1,3,1965,957065
85,1,2,1967,926966
50,5,4,1968,187879
91,4,6,2017,322152
107,4,9,1983,160825
54,1,5,1998,787586
70,5,2,2000,693438
65,2,3,1996,244322
77,1,7,1986,576868
61,2,7,1961,827539
57,2,7,1982,371689
102,1,7,1993,546404
95,4,9,2006,151748
52,3,1,1977,782771
67,4,4,1957,984745
51,1,4,1996,334642
84,4,2,2008,773032
80,2,5,2008,608098
94,4,4,1967,598221
107,3,10,1983,239282
58,3,5,1981,795581
91,3,3,1984,845001
78,3,1,2017,973729
92,3,4,2010,685096
89,2,10,1997,399054
110,5,2,1978,528486
71,1,9,2017,986725
52,2,1,2005,352589
93,5,7,2017,276085
115,4,9,2019,501634
59,2,6,1957,266131
50,1,5,1982,760046
101,5,7,2011,958064
120,2,7,1986,957142
92,1,2,1974,402047
58,4,9,1958,971777
80,2,10,1975,489152
53,5,3,2004,152110
70,2,2,1950,713420
102,5,3,1976,753536
93,4,4,1992,212431
117,1,5,2015,733345
99,2,3,2001,528556
66,2,2,1955,765034
119,4,8,1951,375228
111,4,2,1977,596450
105,3,9,2008,550202
120,2,9,1962,470323
87,3,8,2004,546106
108,3,8,1959,996368
60,3,1,1988,759726
100,3,3,2020,772950
54,5,2,2009,941161
59,4,7,1989,583255
58,2,3,1987,192846
111,3,2,2022,334996
51,3,3,2002,447019
77,3,7,1956,298146
70,5,1,1999,320088
87,2,2,1983,862012
56,2,9,2020,965859
69,1,3,2012,582759
60,2,10,1991,866551
84,3,1,2013,416045
68,5,4,2005,479051
115,1,7,1971,315385
105,1,4,2004,175279
101,4,10,1997,977092
57,2,2,1992,328405
51,4,9,1970,867510
54,4,10,2008,345911
62,4,8,1956,361512
62,3,8,2022,669750
75,2,4,2015,158112
119,3,8,2018,530917
61,1,2,2006,831390
120,3,6,1993,253810
112,3,3,1990,259331
89,2,8,2004,769184
114,4,4,1968,252983
91,2,7,1950,456672
55,4,1,1984,571354
104,5,6,1955,562079
82,5,1,2011,873646
104,4,10,2014,988926
69,4,10,1993,980563
111,5,9,2008,980258
74,5,4,1960,847567
93,2,9,1954,399150
107,3,8,2011,299458
78,2,9,1987,761097
85,4,2,1963,597735
67,1,7,1956,521863
68,1,9,1958,201302
80,4,2,1960,253145
103,1,4,1983,323575
64,5,10,2002,550492
80,2,4,1972,443080
81,4,4,1983,906514
109,5,2,2019,605249
119,4,8,1968,576861
83,2,9,2011,179665
116,5,8,2016,952666
107,3,10,1990,681928
87,2,3,1972,192643
75,1,1,2018,332524
67,3,7,2015,926844
69,5,3,1978,283150
59,2,2,1985,760872
93,5,4,2003,855390
96,2,10,1998,733191
65,1,6,2007,648498
113,2,6,1982,692154
109,3,2,1959,581881
64,1,10,1952,826023
89,1,2,2003,414342
57,3,3,2014,169909
94,2,5,1960,923656
80,1,7,2012,180151
109,2,1,1993,885170
97,2,3,2015,433077
112,3,10,1968,917627
69,2,2,1986,828306
73,5,4,2007,835307
92,2,9,1962,700514
65,4,2,1951,649818
95,1,2,2021,648346
118,2,1,1966,524841
79,5,10,1989,758572
120,1,2,2020,884326
86,4,8,1956,417399
96,3,2,1997,883024
70,1,5,2018,198763
52,4,9,1996,845550
75,4,8,2019,591805
115,3,9,2000,680205
75,5,8,1976,447996
108,1,7,1956,873054
74,3,3,1982,403098
52,3,5,1999,333181
56,5,6,1972,694170
69,3,2,2009,723534
68,2,9,1994,814123
64,2,3,2001,922217
53,1,1,1995,384232
54,2,1,2014,160752
53,4,1,2017,154519
64,5,2,1983,372509
92,2,2,1994,609480
56,1,7,2003,610709
104,3,3,2012,941762
67,1,1,2016,662633
67,4,8,1990,247500
109,3,2,2002,742907
117,3,5,2006,811066
112,1,5,1996,965580
102,5,5,1968,305187
60,2,1,1998,226313
82,3,3,1989,507492
74,4,4,1960,175432
114,2,6,1973,954588
100,5,7,1956,564381
113,1,3,1989,360883
52,4,5,1958,852080
102,4,5,1950,993642
90,4,7,2009,566135
112,2,3,2002,902396
103,3,5,1985,679416
97,5,5,2013,255604
109,2,8,2013,505573
68,1,5,1990,510480
56,5,9,2005,667865
117,1,10,1998,948875
70,4,7,1956,418888
117,2,3,1981,166527
102,3,3,2010,646679
69,2,9,2003,842967
86,3,5,2005,160932
109,2,10,2010,390987
112,4,5,2000,731750
59,5,5,1977,168931
86,2,3,1968,830553
54,5,8,1971,388888
65,5,4,2006,377874
60,5,9,1950,711373
110,5,10,2009,869070
113,1,2,2002,945888
75,2,4,2006,441856
100,2,4,1958,398186
78,2,4,1963,848641
113,3,5,1965,574160
100,3,2,2014,865458
86,4,4,1995,930187
76,4,4,1951,459178
81,3,6,1981,569476
57,3,1,1989,181476
99,4,10,1984,407447
108,3,5,2022,349129
75,1,10,1980,758788
93,5,10,1972,442407
91,5,5,1982,618988
101,1,10,1952,630700
52,4,3,1999,431178
99,3,10,1988,954999
78,2,8,2019,667714
76,4,7,1995,481266
84,2,6,2006,848857
64,4,3,2013,407292
110,4,6,1967,868384
72,5,1,2017,794751
60,5,7,1965,265686
70,2,4,1983,752621
120,1,6,1950,347198
55,2,2,1973,661464
82,2,9,1986,726040
118,3,8,2009,185120
97,1,1,2007,904036
92,2,9,1963,195349
91,4,8,2010,982956
109,4,6,1978,717913
71,2,6,1975,339339
60,4,6,1989,991374
72,5,9,1971,190260
104,2,10,2001,851505
58,2,9,1996,689003
99,5,4,2001,974513
64,5,8,1996,242005
74,1,3,1971,815719
120,3,9,1972,654539
117,2,8,1990,999666
63,2,10,2021,342297
114,3,8,1997,652535
107,3,8,2001,990428
82,1,5,1996,301354
72,3,4,2000,157856
51,2,3,2008,428403
60,4,1,1995,757050
53,3,4,1974,892661
97,2,6,2014,733648
50,4,9,2013,580064
88,2,1,1960,599647
50,2,2,1994,765877
87,5,6,1954,219098
80,3,2,2001,812102
87,3,8,1963,509100
62,5,10,1972,338928
119,5,5,1967,523354
59,1,10,1995,555007
104,2,8,2006,877733
95,3,4,1986,419710
108,4,8,2002,624109
89,3,7,1976,317284
68,4,5,1963,739452
61,4,8,2002,441959
96,3,10,1980,901560
88,2,1,1996,963224
67,1,8,2011,373892
82,5,4,1982,846720
88,2,10,2007,285342
54,2,8,1967,199944
62,2,2,2017,582543
61,5,9,1957,238459
103,3,1,1957,716009
86,5,4,2006,972218
93,4,3,1986,617677
68,1,8,2008,492790
108,2,8,1979,604206
75,5,2,1972,879173
120,5,6,1999,953505
101,4,5,1984,308282
66,1,8,1965,821802
69,2,9,1999,533168
114,3,9,1968,343268
68,3,2,1959,910392
82,2,1,1985,652658
63,4,3,2018,635921
63,5,8,1953,849627
120,3,10,1999,185763
108,4,9,2005,458701
54,3,7,1976,923778
119,1,7,1963,509635
54,5,8,2009,523483
116,5,3,2000,730615
98,5,4,1981,793602
106,1,4,1975,593013
50,2,3,2015,367760
120,1,7,1991,448502
112,5,6,2009,452857
95,2,10,2008,954203
50,1,6,1962,228821
97,5,5,1972,718257
75,5,3,1969,399923
106,2,7,2020,848106
73,4,7,2019,289927
67,4,1,1973,483770
54,5,4,2007,934411
91,5,7,1950,902034
109,5,4,1983,359524
83,4,1,1959,787318
94,5,3,1972,737360
107,5,8,1998,688023
116,2,3,1962,492199
79,4,7,2012,936371
68,5,6,1972,189303
74,5,8,1976,261902
119,2,4,2022,974257
79,4,2,1988,517055
90,3,2,1987,773450
75,5,8,1976,587559
96,3,3,1984,915180
58,1,7,1989,531179
78,5,7,1960,924574
103,1,10,2008,359172
56,4,5,2016,634557
66,5,10,2012,234028
98,1,5,1987,303158
75,2,7,1989,311035
73,3,7,1952,727816
112,4,9,1971,687815
52,4,9,1989,494827
78,1,9,2002,944617
113,1,1,1967,437319
58,4,1,2019,813043
58,5,2,2000,863266
51,2,3,1987,939983
57,5,4,1959,864755
115,5,10,2021,701803
65,4,2,1989,218239
115,1,8,2001,606029
120,2,8,2017,233630
96,3,5,1962,647085
95,5,2,2000,462120
69,4,3,2006,911659
113,5,7,2003,777580
94,1,10,1998,949250
63,3,4,2019,223420
77,3,7,1976,834468
82,5,1,1974,674372
60,1,2,1974,394241
78,5,4,1951,655106
88,1,10,2010,592166
112,3,9,1984,274666
62,3,9,1966,758890
81,5,5,1981,362525
80,4,3,1956,418562
107,3,7,1953,544695
63,4,9,1986,829661
77,5,7,1996,327258
76,2,8,2013,673418
118,2,5,1964,680862
86,1,7,1958,761771
118,2,10,1982,327890
115,5,7,2015,775721
62,1,3,1967,223956
69,1,2,1979,874389
57,1,1,2021,497541
70,2,6,2021,365391
120,4,4,1997,769266
58,5,9,2007,999360
115,3,8,1976,370540
72,3,10,1950,772100
98,4,1,1969,499927
108,4,6,1977,951440
95,2,8,1968,354482
63,5,3,1976,174841
98,3,3,1959,278866
99,1,8,2003,431158
106,5,6,2013,825855
109,4,3,1976,358801
115,4,10,1952,165707
113,3,9,1982,265662
114,1,5,2016,800616
90,4,4,1952,284554
78,3,5,1996,406410
93,1,8,1983,171039
66,1,3,2016,941817
53,1,9,1973,700874
107,1,5,2004,525098
60,1,8,1999,153141
77,2,4,1957,179700
51,4,6,2011,966888
90,3,1,2003,565649
63,4,10,1981,409723
68,3,2,1971,578552
104,3,10,1964,287032
67,5,2,1961,247831
60,3,5,2012,359707
80,2,1,1996,818392
55,2,9,1986,993160
97,4,6,1957,968304
108,4,5,1970,491849
56,2,5,2020,614613
77,3,7,1992,575861
116,4,6,2001,734459
89,4,8,1987,469254
115,3,8,1960,772340
106,2,6,1961,863111
110,3,9,1980,703755
92,1,9,2009,875673
77,2,10,1978,918305
71,2,3,2007,810579
89,2,3,1959,663618
105,4,6,1954,440262
51,3,2,1983,216245
82,3,9,2022,185825
109,3,3,1986,480298
72,1,3,1954,779743
55,4,5,2019,267162
81,4,6,1975,416471
64,3,6,1951,899098
63,3,6,2012,823328
101,1,8,1999,780045
116,3,3,1954,441732
118,5,4,1962,820534
87,4,4,2017,180915
92,1,8,1999,993786
92,1,2,1958,495637
100,2,3,2008,908909
85,2,8,1976,784233
76,3,4,1981,893660
83,3,3,1969,752781
77,2,5,1988,711131
70,4,3,1962,742923
99,3,7,1963,876076
109,1,8,1989,735939
66,1,9,1983,236831
67,3,3,2011,501290
117,2,6,1991,804218
112,1,7,1979,538083
74,2,5,2018,340830
120,5,3,1980,604442
80,4,8,1987,342422
83,1,3,1979,719696
58,2,6,2005,925851
61,1,8,1953,800232
71,2,10,2006,468490
73,3,4,1969,805076
52,4,5,1991,541467
98,1,10,1951,406661
62,4,3,2002,580678
97,4,1,1951,526230
99,4,2,1954,254481
61,2,7,2006,709293
87,4,3,1963,390700
100,3,6,2015,836835
58,5,7,2013,626771
111,2,2,1977,700078
77,1,3,1977,456966
89,1,6,2015,837117
108,2,5,1959,379488
106,1,5,2006,702346
67,5,4,1953,350245
102,3,6,2008,779919
103,5,7,1952,986107
89,1,2,1955,320843
70,4,10,1997,568641
81,3,3,1989,317462
102,2,3,1973,803624
110,4,3,2021,635486
112,1,8,2009,260265
63,1,7,2012,500553
96,2,2,2011,895353
71,4,10,1967,727626
91,2,1,1990,155258
55,4,1,2006,843347
57,4,8,1995,591614
77,5,8,1950,353459
101,4,8,2004,813631
56,1,3,1954,263115
71,2,2,1996,156034
112,1,1,2008,988868
114,1,4,2008,332383
94,3,7,2020,848255
85,1,9,1997,750422
119,1,2,1972,782741
97,3,4,2007,724762
85,1,6,2020,169733
58,4,4,2011,920499
82,4,10,1976,987591
82,5,10,1984,332564
51,5,2,1987,189908
77,2,10,2016,703637
74,4,2,1950,861229
57,4,7,2009,816644
65,2,4,1986,829147
52,4,7,1988,848718
75,3,5,1969,504016
79,5,6,1993,973117
56,4,3,2017,400049
68,4,5,1993,398401
102,4,6,2002,544924
82,1,1,1961,609930
93,1,1,1967,452862
88,2,10,1963,532121
55,5,6,1963,729012
98,3,7,1972,298394
61,3,5,1973,734474
60,5,2,1966,860036
75,2,4,1962,559053
102,3,4,1987,977196
98,3,4,1993,764649
73,1,10,1974,720273
66,4,8,1950,325665
89,2,3,1996,672961
81,4,5,1997,395681
69,4,1,1961,641914
98,4,2,1951,899351
103,1,8,1989,704820
101,5,9,1954,681289
104,2,9,1994,438696
72,1,8,1974,777940
54,4,5,1976,458556
78,2,3,2003,219571
54,5,3,2020,239739
105,2,4,1967,685220
78,2,6,1989,554174
79,1,10,1959,539596
60,1,2,1976,437793
51,1,3,2006,738263
115,4,4,2015,191477
107,1,9,1986,921139
115,4,1,1964,996547
94,3,4,1991,230755
95,4,3,1987,850174
98,3,4,1966,371822
90,5,5,1980,846387
117,5,7,1953,245938
66,3,8,1991,430661
85,3,7,2008,603646
117,4,1,2012,662376
81,4,2,2010,240044
65,4,6,1970,891215
73,5,5,1972,989457
99,2,3,2022,362507
62,2,6,1968,235643
89,4,6,1965,447330
50,3,9,2005,526539
57,4,8,2011,463317
101,3,3,1992,777585
67,1,6,1952,391297
76,5,3,1980,604151
59,3,10,1994,301476
91,3,9,1981,561997
81,5,9,1959,234294
70,5,7,1991,935045
89,2,1,1980,382963
51,5,2,2004,688112
95,3,8,1985,371717
110,1,10,1973,806635
80,4,5,1993,911278
117,3,9,2011,878216
116,3,7,1980,576021
80,1,1,1988,976132
93,5,6,2022,482956
110,4,4,1995,831650
119,4,9,2013,384130
102,3,1,2006,710067
56,5,3,1965,963011
69,3,6,1954,536312
83,3,9,1987,375738
65,4,4,1955,508456
108,3,10,1960,995201
80,2,9,2011,812511
114,2,5,2021,451969
98,1,4,1986,406661
58,3,2,1954,253775
100,4,10,1976,905632
119,5,9,1955,508262
57,3,7,1959,517322
85,4,8,1986,443400
112,4,7,2016,183143
99,4,10,2004,156505
99,5,4,1972,310320
88,4,6,1989,759302
54,2,8,2001,847133
113,5,4,1951,321742
61,3,5,1976,195401
70,1,5,1991,626265
101,4,8,1971,501275
50,5,6,1985,537544
105,4,6,1953,702273
101,1,5,1978,347047
118,3,2,1994,686576
82,3,8,2017,870061
61,4,6,2018,234207
105,3,2,1950,500937
101,1,10,2006,366460
115,3,8,2011,785012
50,5,10,2013,175462
93,2,8,1980,239817
91,1,4,2020,602583
57,1,3,1955,606722
93,4,5,2015,727602
106,3,3,1968,159908
89,5,5,2018,349662
105,2,6,1965,811617
53,4,2,1968,566814
58,2,6,1983,578681
61,2,6,2002,725280
51,1,5,1969,644781
105,3,3,1954,352330
74,4,1,1968,219383
84,4,3,2022,693781
61,3,1,1987,441554
71,4,7,1962,570346
93,4,3,1962,434945
73,3,9,1997,339721
72,5,1,1988,637159
72,3,7,2020,477889
105,2,9,1989,510670
63,1,6,1998,815358
53,5,6,1993,869556
73,4,6,2015,998656
63,1,6,1952,339656
103,3,4,1963,619262
102,1,8,1981,537625
113,2,5,2000,284004
112,5,6,1996,872919
69,2,2,1984,373571
58,1,6,2013,848867
117,4,2,1956,924554
109,5,5,2015,418023
75,5,4,1995,234314
50,4,8,2000,336633
98,1,4,1976,489242
102,1,6,1963,896934
120,1,1,1990,960876
82,3,4,2014,501355
76,3,6,1993,610961
115,2,1,1950,220787
86,2,2,1984,775191
64,2,9,1953,298091
119,5,9,2001,935894
118,4,1,2016,551423
60,2,6,2002,790071
106,5,7,2008,177791
105,4,6,1978,491878
55,3,8,1969,966291
64,2,5,1987,166080
71,2,10,2016,396316
87,2,5,1956,826410
71,2,1,1983,253665
106,1,9,1984,688434
55,4,10,1983,944639
119,3,4,1999,439950
93,4,8,2013,538477
114,2,1,2000,826457
88,5,10,1957,242097
107,5,7,1978,973807
88,3,9,1987,340429
88,5,6,2002,273695
90,2,8,1961,336458
112,5,1,1997,700478
70,1,7,2006,549336
68,3,10,1991,715898
96,3,8,1983,966196
67,3,3,2019,691775
56,4,4,2007,531022
53,2,7,2002,362890
51,3,7,1979,940865
84,1,8,1953,668873
60,2,6,2022,178345
85,4,10,1998,549799
104,5,6,1955,283787
106,5,3,2004,935286
86,5,9,2018,881314
52,5,10,1952,709860
97,2,2,1974,567528
61,2,9,1956,208303
70,2,7,2005,480485
96,3,9,2017,646354
93,4,6,1985,254849
115,1,3,2006,755457
68,5,3,2005,656261
102,1,5,1980,472035
59,5,7,1986,811277
109,1,10,1985,800273
65,4,6,1983,759774
69,4,4,1991,801151
112,2,4,2006,553845
111,4,6,1980,185488
57,2,10,1952,245332
120,1,4,1997,230598
116,2,10,2005,877940
66,3,7,1959,991130
53,5,3,2008,810569
61,5,9,1975,694893
116,4,1,1977,826903
117,5,1,2010,579548
105,2,10,1979,607802
72,5,3,1957,699273
77,5,9,2014,617314
59,2,3,1976,828617
91,3,8,1977,331496
72,3,5,1975,806260
116,3,1,2012,674651
54,4,10,2015,575272
103,4,1,2005,869885
72,1,7,1950,727784
64,1,6,2012,330084
85,3,6,2018,625343
70,4,5,1994,704843
113,1,7,1970,728334
55,4,7,1956,369677
110,1,6,1985,461024
51,1,2,1961,409883
53,3,1,1966,199417
101,5,9,1998,471904
51,1,10,2013,166632
115,4,8,2005,152927
61,4,3,1982,608639
85,5,2,1992,196565
112,5,4,1966,900324
103,2,7,1954,381270
110,4,10,1967,934256
94,4,1,1997,871401
112,4,6,1950,476679
105,4,2,1965,371468
60,2,1,1985,885848
105,5,10,2018,457434
79,4,10,1970,424085
51,1,6,1993,325278
93,2,3,1971,686236
79,4,8,1991,464498
65,3,7,1975,500278
92,2,8,2002,785308
116,4,10,1981,885359
104,4,8,2010,436960
104,3,3,1998,565788
58,2,4,2010,646740
78,1,10,1999,566047
74,2,6,2004,638443
53,3,9,1974,914003
110,4,10,1971,990647
106,3,3,2000,961656
92,1,5,2014,911871
91,5,5,2019,519275
66,1,9,1952,352834
107,2,2,1960,803409
115,3,7,2022,223777
56,4,9,2009,928013
65,5,5,2018,194798
71,4,1,2011,493302
91,4,9,1978,568965
108,5,2,2003,408018
100,2,3,2020,691180
82,4,7,2002,986377
69,1,2,2010,199574
77,2,4,1966,835227
77,3,6,1973,394246
109,3,7,2020,158487
68,3,10,2022,179207
86,1,8,1951,353475
69,1,5,2001,509587
89,1,7,1956,541100
111,1,3,1970,932391
118,5,4,1978,843938
77,3,3,1994,895680
119,4,6,1995,818711
87,1,10,1994,703593
55,4,6,1951,806734
53,2,6,1989,673118
117,5,9,1951,375104
118,3,7,2003,185662
50,1,8,2004,511873
75,1,2,2003,245914
79,3,4,1971,181815
67,2,3,1958,208085
65,5,6,1972,758784
80,5,1,1959,308114
96,5,2,1978,178217
55,3,10,1979,461792
116,3,3,1976,291905
94,4,1,1996,762238
78,3,1,2007,835685
50,1,7,1976,456812
93,5,8,1955,590207
88,1,4,1982,205027
74,3,9,1995,800317
61,3,8,1995,576144
93,3,5,1958,336360
78,1,2,2008,966889
59,3,4,2010,866890
83,4,4,1961,207870
109,2,4,1976,546756
77,2,9,2014,329972
70,5,1,1958,482744
66,1,8,1978,658030
53,4,10,1964,488286
105,2,5,1965,352602
53,5,1,1971,576582
112,2,4,1965,544929
78,4,4,2000,704873
72,5,3,2005,860342
92,1,1,1967,296187
77,4,1,2011,679121
100,2,7,2013,727270
52,2,5,1994,232408
84,2,9,2007,870721
50,4,1,2020,525217
73,2,9,1969,409027
110,4,2,2012,347813
103,4,3,1959,767547
116,5,3,1950,466828
88,4,10,1998,398723
60,3,3,1977,710183
98,1,2,1962,677300
106,4,7,1992,860873
64,5,7,2022,577901
76,5,1,1997,702881
70,2,10,1972,875291
61,2,6,1970,555080
88,1,6,1954,614070
51,3,7,1966,430311
106,1,7,1985,489157
97,2,1,1950,593507
95,3,5,2014,860900
72,2,9,1998,336876
102,4,8,1984,836577
70,3,5,1997,775762
96,4,9,1959,492547
101,3,6,1964,493569
82,5,8,2012,475693
114,3,8,2008,875222
116,5,1,1988,184784
69,3,10,2018,861388
71,1,6,1973,226208
120,5,7,2013,158459
55,4,1,1967,490910
111,1,5,1973,839908
120,3,7,1994,961408
115,4,9,1996,817044
102,5,8,2022,403314
118,5,6,1992,167220
74,4,1,2008,975413
79,4,10,1969,163979
59,4,4,1985,709198
60,2,4,1963,427469
101,3,6,1967,412636
61,5,5,1993,672529
105,4,5,1958,898254
85,5,5,1971,858145
87,3,7,2003,276967
77,2,4,1957,167904
66,2,7,2017,420487
106,3,5,1954,718119
103,2,3,2019,815362
87,4,7,1953,290781
68,1,2,2010,998652
100,2,8,2019,216373
120,5,6,1954,916393
56,1,4,1971,502585
113,3,9,1992,180217
82,3,4,1995,270322
63,1,3,1959,425197
70,3,2,1994,757168
119,3,5,2014,199204
113,1,9,2022,967937
73,2,8,2007,797448
55,2,5,1988,389614
115,2,4,1988,241437
100,5,6,1957,310378
61,1,6,2001,587797
97,1,6,2015,572024
104,2,4,1992,865089
89,5,5,1989,745007
73,5,6,2010,450793
70,3,10,2019,345488
98,1,6,1973,702825
99,1,10,1960,405817
81,1,2,1957,941457
73,3,5,2006,890672
60,3,3,1967,583150
118,4,4,1969,546383
52,5,3,2015,747941
63,5,9,2013,201573
85,2,9,2022,621852
75,3,3,2008,473082
113,2,9,1953,937904
60,3,9,2002,357185
62,3,1,1983,799669
75,5,7,1982,433248
108,1,4,1987,276221
66,1,9,1999,995570
99,5,4,1989,337484
76,3,5,1988,510430
83,3,3,1988,356518
82,1,2,1987,825605
92,4,5,1970,432069
94,1,10,1968,701662
74,5,2,1952,621116
55,3,10,1991,603424
109,1,2,1954,629506
117,5,3,1976,776071
69,4,8,1976,323572
61,4,2,1966,329984
65,4,2,2021,634487
90,5,1,1994,996349
105,1,10,1985,460850
112,4,4,1979,583432
73,4,6,1973,485998
110,2,5,2000,834529
81,3,10,1987,835550
110,3,3,1984,919888
92,4,7,1960,341113
54,1,10,1968,296875
117,2,7,1960,232279
107,2,5,1958,588496
114,4,9,2012,187450
83,4,9,1978,806242
112,3,10,2001,626519
109,5,3,2018,412311
67,4,8,1995,607539
87,4,6,1964,519408
55,4,8,1975,340858
88,3,7,1970,378371
109,4,10,2020,674736
100,5,10,1975,889078
82,1,3,1976,483367
65,4,4,1979,978861
89,3,7,2005,821676
59,4,6,2014,929888
72,3,7,1995,334445
92,2,1,1997,678698
104,1,8,1989,294816
50,3,3,2015,434912
102,3,5,2004,433667
106,4,6,2015,925782
89,3,7,1965,645204
114,2,7,2014,776137
68,5,1,2009,258667
109,3,2,2011,926155
115,1,5,1978,608196
87,2,4,1987,421725
119,4,10,1958,959801
78,1,8,1999,478492
118,3,7,2003,463639
77,5,7,1959,153234
103,2,3,2015,161817
95,1,7,1988,333364
61,1,6,1961,395512
97,5,8,1978,344700
104,2,9,1997,233977
62,2,9,1960,756109
115,5,6,1975,541038
81,2,4,1978,307024
71,5,6,1964,796530
103,2,4,2007,687682
109,4,10,1999,763341
93,4,6,2014,526928
61,5,1,1961,543168
117,4,5,2002,699629
